id,fir_no,case_no,crime_type_id,crime_type_en,crime_type_kn,police_station_id,district_id,date,status_en,description,lat,lng
FIR_768,300260176202400003,202400003,CRIME_5,Grievous Hurt,Grievous Hurt,PS_176,DIST_1,2024-10-04,Under Investigation,The victim sustained grievous injuries after being attacked with a iron rod by her in-laws near Gandhi Nagar over a financial transaction.,13.363664,77.092997
FIR_769,100060129202400005,202400005,CRIME_8,Dacoity,Dacoity,PS_129,DIST_1,2024-11-17,Charge Sheeted,"A group of armed persons robbed the complainant's shop at Station Road, decamping with cash and goods worth Rs 351,000.",17.918315,77.544195
FIR_770,100210164202600002,202600002,CRIME_55,Chain Snatching,Chain Snatching,PS_164,DIST_1,2026-02-04,Charge Sheeted,"The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Old Town.",12.509014,76.865006
FIR_771,100220165202500012,202500012,CRIME_36,Illegal Arms Manufacturing,Illegal Arms Manufacturing,PS_165,DIST_1,2025-07-27,Under Investigation,The complainant reported an incident related to arms act offences occurring near College Road. Investigation is underway to ascertain further facts.,12.349481,76.668109
FIR_772,100130148202600004,202600004,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_148,DIST_1,2026-07-15,Under Investigation,"The complainant alleged that the accused, entrusted with funds of Rs 154,000 for an extramarital affair suspicion, misappropriated the amount.",15.4855,74.970063
FIR_773,100060129202400006,202400006,CRIME_22,Caste Abuse,Caste Abuse,PS_129,DIST_1,2024-06-26,Pending Trial,The complainant reported an incident related to crimes against scs/sts occurring near Main Bazaar. Investigation is underway to ascertain further facts.,17.938698,77.551928
FIR_774,200050116202500002,202500002,CRIME_23,Cheating,Cheating,PS_116,DIST_1,2025-12-01,Pending Trial,"The complainant paid an advance of Rs 393,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",12.922711,77.630404
FIR_775,100190160202500003,202500003,CRIME_31,Phishing,Phishing,PS_160,DIST_1,2025-08-04,Under Investigation,"The complainant clicked a fraudulent link received via SMS and lost Rs 26,000 from their bank account.",13.110764,78.170155
FIR_776,100100138202600001,202600001,CRIME_44,Illegal Tree Felling,Illegal Tree Felling,PS_138,DIST_1,2026-04-03,Closed (False Case),The complainant reported an incident related to environmental offences occurring near Station Road. Investigation is underway to ascertain further facts.,14.240882,76.400967
FIR_777,100070131202500001,202500001,CRIME_4,Assault,Assault,PS_131,DIST_1,2025-10-13,Charge Sheeted,"The complainant stated that her in-laws assaulted them near Temple Street following an argument over an extramarital affair suspicion, causing hurt.",11.908025,76.997126
FIR_778,100030110202400003,202400003,CRIME_4,Assault,Assault,PS_110,DIST_1,2024-04-29,Closed (Undetected),"The complainant stated that his neighbour assaulted them near Market area following an argument over a family dispute, causing hurt.",15.83318,74.517714
FIR_779,100220172202600003,202600003,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_172,DIST_1,2026-03-06,Charge Sheeted,"A group gathered near Gandhi Nagar in violation of prohibitory orders, leading to a law and order situation.",12.326995,76.665602
FIR_780,100050116202400015,202400015,CRIME_32,Ganja Possession,Ganja Possession,PS_116,DIST_1,2024-12-30,Charge Sheeted,Police intercepted the accused near MG Road and recovered 10.6 kg of ganja from their possession.,13.09929,77.679393
FIR_781,800100137202600001,202600001,CRIME_41,Hit and Run,Hit and Run,PS_137,DIST_1,2026-04-12,Charge Sheeted,The victim was hit by an unidentified vehicle near Station Road and sustained injuries; the driver fled the scene.,14.183593,76.434599
FIR_782,100250175202600002,202600002,CRIME_49,Gang Rape,Gang Rape,PS_175,DIST_1,2026-02-21,Under Investigation,The complainant reported an incident related to sexual offences occurring near Industrial Layout. Investigation is underway to ascertain further facts.,13.891702,75.546941
FIR_783,100260176202500010,202500010,CRIME_12,Domestic Violence,Domestic Violence,PS_176,DIST_1,2025-09-05,Under Investigation,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Market area.,13.335848,77.061819
FIR_784,100050121202500002,202500002,CRIME_46,Forged Documents,Forged Documents,PS_121,DIST_1,2025-08-17,Pending Trial,The complainant reported that property documents related to land at Bus Stand Road were forged by the accused.,12.99532,77.581917
FIR_785,100050128202400005,202400005,CRIME_3,Culpable Homicide,Culpable Homicide,PS_128,DIST_1,2024-11-01,Under Investigation,"The complainant reported that Lakshmi died following an altercation with her husband near New Extension, suspected to involve a business partnership.",13.029675,77.526504
FIR_786,100110142202400002,202400002,CRIME_13,Sexual Harassment,Sexual Harassment,PS_142,DIST_1,2024-08-20,Pending Trial,The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Ring Road.,12.86672,74.848377
FIR_787,100230173202400005,202400005,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_173,DIST_1,2024-05-01,Charge Sheeted,"A police patrol near Temple Street intercepted a vehicle and recovered narcotic substances weighing 1.5 kg, suspected to be in transit for sale.",16.244617,77.353846
FIR_788,200170155202500001,202500001,CRIME_10,Vehicle Theft,Vehicle Theft,PS_155,DIST_1,2025-11-02,Under Investigation,The complainant reported that their motorcycle parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,17.292432,76.877727
FIR_789,100030107202600004,202600004,CRIME_46,Forged Documents,Forged Documents,PS_107,DIST_1,2026-03-17,Compromised,The complainant reported that property documents related to land at Ring Road were forged by the accused.,15.878197,74.56807
FIR_790,100050115202400015,202400015,CRIME_7,Robbery,Robbery,PS_115,DIST_1,2024-07-07,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.,12.958148,77.529501
FIR_791,400030111202400001,202400001,CRIME_34,Drug Peddling,Drug Peddling,PS_111,DIST_1,2024-02-13,Convicted,The accused was apprehended near Gandhi Nagar while allegedly peddling narcotic substances to local youth.,15.890491,74.583702
FIR_792,200030107202500001,202500001,CRIME_42,Drunken Driving,Drunken Driving,PS_107,DIST_1,2025-03-17,Acquitted,The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,15.878409,74.529058
FIR_793,100070131202400001,202400001,CRIME_30,Data Theft,Data Theft,PS_131,DIST_1,2024-06-28,Charge Sheeted,The complainant's confidential business data was allegedly copied and misused by a former employee.,11.897353,76.907193
FIR_794,300260176202400004,202400004,CRIME_55,Chain Snatching,Chain Snatching,PS_176,DIST_1,2024-04-02,Convicted,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road.",13.359927,77.135575
FIR_795,100250175202500002,202500002,CRIME_32,Ganja Possession,Ganja Possession,PS_175,DIST_1,2025-11-20,Under Investigation,Police intercepted the accused near Ring Road and recovered 6.9 kg of ganja from their possession.,13.961213,75.553359
FIR_796,100130147202500002,202500002,CRIME_6,Theft,Theft,PS_147,DIST_1,2025-10-30,Charge Sheeted,"The complainant's laptop was stolen from outside their residence at Temple Street, valued at approximately Rs 414,000.",15.458797,75.012446
FIR_797,100030106202500002,202500002,CRIME_9,Burglary,Burglary,PS_106,DIST_1,2025-10-07,Closed (False Case),"Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 385,000.",15.810926,74.576227
FIR_798,100050117202600005,202600005,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_117,DIST_1,2026-07-16,Closed (Undetected),"The complainant alleged that the accused, entrusted with funds of Rs 380,000 for land boundary issues, misappropriated the amount.",13.0056,77.562151
FIR_799,300280178202500005,202500005,CRIME_10,Vehicle Theft,Vehicle Theft,PS_178,DIST_1,2025-04-25,Under Investigation,The complainant reported that their scooter parked near Old Town was stolen overnight. The vehicle was not recovered at the time of registration.,14.847975,74.732949
FIR_800,100050125202600002,202600002,CRIME_1,Murder,Murder,PS_125,DIST_1,2026-02-26,Under Investigation,The victim Ramesh was fatally attacked with a iron rod by the accused near Industrial Layout. The motive is suspected to be unpaid loan.,12.914021,77.507543
FIR_801,100160154202500004,202500004,CRIME_28,Identity Theft,Identity Theft,PS_154,DIST_1,2025-11-22,Charge Sheeted,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 381,000.",14.772277,75.3587
FIR_802,800050117202600001,202600001,CRIME_9,Burglary,Burglary,PS_117,DIST_1,2026-07-15,Pending Trial,"Unknown persons broke into the complainant's premises at Ring Road at night and decamped with valuables worth Rs 379,000.",13.078606,77.57983
FIR_803,100220171202400004,202400004,CRIME_8,Dacoity,Dacoity,PS_171,DIST_1,2024-11-09,Pending Trial,"A group of armed persons robbed the complainant's shop at Temple Street, decamping with cash and goods worth Rs 66,000.",12.327375,76.669166
FIR_804,100260176202500011,202500011,CRIME_30,Data Theft,Data Theft,PS_176,DIST_1,2025-01-17,Charge Sheeted,The complainant's confidential business data was allegedly copied and misused by a former employee.,13.324584,77.146694
FIR_805,100030111202500001,202500001,CRIME_4,Assault,Assault,PS_111,DIST_1,2025-12-12,Pending Trial,"The complainant stated that her in-laws assaulted them near MG Road following an argument over a property dispute, causing hurt.",15.889407,74.568421
FIR_806,800310181202600001,202600001,CRIME_30,Data Theft,Data Theft,PS_181,DIST_1,2026-03-29,Under Investigation,The complainant's confidential business data was allegedly copied and misused by a former employee.,16.793033,77.151066
FIR_807,100050117202500013,202500013,CRIME_3,Culpable Homicide,Culpable Homicide,PS_117,DIST_1,2025-01-08,Under Investigation,"The complainant reported that Kavya died following an altercation with his neighbour near Ring Road, suspected to involve a financial transaction.",13.056341,77.628042
FIR_808,100190160202600002,202600002,CRIME_55,Chain Snatching,Chain Snatching,PS_160,DIST_1,2026-04-10,Pending Trial,"The complainant, a woman walking near Bus Stand Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road.",13.11972,78.171652
FIR_809,100030109202600001,202600001,CRIME_31,Phishing,Phishing,PS_109,DIST_1,2026-01-15,Abated,"The complainant clicked a fraudulent link received via SMS and lost Rs 87,000 from their bank account.",15.865264,74.529541
FIR_810,100110144202600001,202600001,CRIME_22,Caste Abuse,Caste Abuse,PS_144,DIST_1,2026-07-05,Pending Trial,The complainant reported an incident related to crimes against scs/sts occurring near MG Road. Investigation is underway to ascertain further facts.,12.868244,74.865868
FIR_811,100310181202600007,202600007,CRIME_16,Child Abuse,Child Abuse,PS_181,DIST_1,2026-01-22,Pending Trial,The complainant reported that the minor victim was subjected to abuse by her husband at New Extension.,16.823437,77.184925
FIR_812,100010102202400002,202400002,CRIME_40,Rash Driving,Rash Driving,PS_102,DIST_1,2024-05-13,Under Investigation,"The complainant reported that the accused was driving a vehicle rashly near College Road, endangering pedestrians.",16.230431,75.699629
FIR_813,100090135202500003,202500003,CRIME_14,Stalking,Stalking,PS_135,DIST_1,2025-11-13,Under Investigation,The complainant stated that the accused has been following and contacting her repeatedly near MG Road despite objection.,13.314207,75.744429
FIR_814,100220172202400002,202400002,CRIME_2,Attempt to Murder,Attempt to Murder,PS_172,DIST_1,2024-11-17,Under Investigation,The accused attacked Manoj with a iron rod near College Road following a quarrel over past enmity. The victim was rushed to hospital with grievous injuries.,12.343724,76.685353
FIR_815,100130148202400003,202400003,CRIME_40,Rash Driving,Rash Driving,PS_148,DIST_1,2024-12-06,Charge Sheeted,"The complainant reported that the accused was driving a vehicle rashly near Ring Road, endangering pedestrians.",15.415399,75.068932
FIR_816,100220165202400007,202400007,CRIME_10,Vehicle Theft,Vehicle Theft,PS_165,DIST_1,2024-11-05,Under Investigation,The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,12.346553,76.649167
FIR_817,100250175202500003,202500003,CRIME_26,Bank Fraud,Bank Fraud,PS_175,DIST_1,2025-08-07,Pending Trial,"The complainant's bank account was debited for Rs 311,000 through fraudulent means allegedly involving the accused.",13.944884,75.582703
FIR_818,200270177202400002,202400002,CRIME_3,Culpable Homicide,Culpable Homicide,PS_177,DIST_1,2024-01-28,Closed (Undetected),"The complainant reported that Deepa died following an altercation with his neighbour near Railway Station Road, suspected to involve a family dispute.",13.284803,74.77169
FIR_819,100110143202500002,202500002,CRIME_39,Promoting Enmity,Promoting Enmity,PS_143,DIST_1,2025-10-13,Acquitted,The complainant reported an incident related to crimes against public order occurring near New Extension. Investigation is underway to ascertain further facts.,12.909492,74.840711
FIR_820,100160154202500005,202500005,CRIME_21,Atrocity - Social Boycott,Atrocity - Social Boycott,PS_154,DIST_1,2025-11-01,Acquitted,The complainant reported an incident related to crimes against scs/sts occurring near Industrial Layout. Investigation is underway to ascertain further facts.,14.823059,75.4404
FIR_821,500050115202400001,202400001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_115,DIST_1,2024-01-16,Under Investigation,The accused attacked Deepa with a iron rod near Bus Stand Road following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.,13.056949,77.576449
FIR_822,100110140202600003,202600003,CRIME_12,Domestic Violence,Domestic Violence,PS_140,DIST_1,2026-06-16,Under Investigation,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Industrial Layout.,12.878063,74.864939
FIR_823,100050116202600007,202600007,CRIME_6,Theft,Theft,PS_116,DIST_1,2026-01-25,Pending Trial,"The complainant reported that unknown persons broke into their house at APMC Yard and stole gold jewellery worth Rs 198,000 and cash. The incident occurred while the family was away.",12.948063,77.691111
FIR_824,100030111202400001,202400001,CRIME_4,Assault,Assault,PS_111,DIST_1,2024-09-04,Under Investigation,"The complainant stated that a former business partner assaulted them near Railway Station Road following an argument over an extramarital affair suspicion, causing hurt.",15.875238,74.533972
FIR_825,100300180202500003,202500003,CRIME_10,Vehicle Theft,Vehicle Theft,PS_180,DIST_1,2025-10-26,Charge Sheeted,The complainant reported that their scooter parked near Gandhi Nagar was stolen overnight. The vehicle was not recovered at the time of registration.,16.852078,75.758598
FIR_826,100050116202500015,202500015,CRIME_47,Land Fraud,Land Fraud,PS_116,DIST_1,2025-04-03,Under Investigation,The complainant reported an incident related to crimes related to documents/property occurring near Bus Stand Road. Investigation is underway to ascertain further facts.,13.064891,77.618361
FIR_827,300020104202400001,202400001,CRIME_8,Dacoity,Dacoity,PS_104,DIST_1,2024-10-01,Pending Trial,"A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 319,000.",15.15327,76.900811
FIR_828,100030108202500002,202500002,CRIME_35,Illegal Firearm Possession,Illegal Firearm Possession,PS_108,DIST_1,2025-09-22,Convicted,Police recovered an unlicensed firearm from the accused during a routine check near Ring Road.,15.894022,74.569258
FIR_829,100020104202500003,202500003,CRIME_12,Domestic Violence,Domestic Violence,PS_104,DIST_1,2025-11-08,Under Investigation,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Ring Road.,15.081897,76.961035
FIR_830,100170155202400005,202400005,CRIME_8,Dacoity,Dacoity,PS_155,DIST_1,2024-07-21,Under Investigation,"A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 365,000.",17.353708,76.780205
FIR_831,100100138202600002,202600002,CRIME_3,Culpable Homicide,Culpable Homicide,PS_138,DIST_1,2026-06-19,Under Investigation,"The complainant reported that Deepa died following an altercation with a known acquaintance near Main Bazaar, suspected to involve a financial transaction.",14.28761,76.408651
FIR_832,100140149202400003,202400003,CRIME_5,Grievous Hurt,Grievous Hurt,PS_149,DIST_1,2024-09-28,Closed (Undetected),The victim sustained grievous injuries after being attacked with a wooden stick by an unidentified assailant near Old Town over unpaid loan.,15.482619,75.617233
FIR_833,100050117202500014,202500014,CRIME_23,Cheating,Cheating,PS_117,DIST_1,2025-02-24,Convicted,"The complainant paid an advance of Rs 29,000 to the accused for land boundary issues which was never delivered as promised.",13.043285,77.650579
FIR_834,100010102202600001,202600001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_102,DIST_1,2026-05-29,Under Investigation,"A police patrol near Main Bazaar intercepted a vehicle and recovered narcotic substances weighing 6.4 kg, suspected to be in transit for sale.",16.178899,75.729844
FIR_835,400150151202500001,202500001,CRIME_6,Theft,Theft,PS_151,DIST_1,2025-10-31,Convicted,"The complainant reported that unknown persons broke into their house at College Road and stole gold jewellery worth Rs 207,000 and cash. The incident occurred while the family was away.",12.994979,76.040081
FIR_836,100050128202500004,202500004,CRIME_5,Grievous Hurt,Grievous Hurt,PS_128,DIST_1,2025-05-23,Compromised,The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near Church Street over a family dispute.,12.933983,77.671754
FIR_837,100050117202400014,202400014,CRIME_30,Data Theft,Data Theft,PS_117,DIST_1,2024-05-23,Abated,The complainant's confidential business data was allegedly copied and misused by a former employee.,13.06027,77.614056
FIR_838,800290179202400002,202400002,CRIME_41,Hit and Run,Hit and Run,PS_179,DIST_1,2024-11-18,Under Investigation,The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,15.261821,76.450116
FIR_839,100050114202600002,202600002,CRIME_6,Theft,Theft,PS_114,DIST_1,2026-05-08,Charge Sheeted,"The complainant's mobile phone was stolen from outside their residence at Railway Station Road, valued at approximately Rs 344,000.",12.98938,77.693151
FIR_840,100030106202400003,202400003,CRIME_6,Theft,Theft,PS_106,DIST_1,2024-05-20,Under Investigation,"The complainant's laptop was stolen from outside their residence at Church Street, valued at approximately Rs 294,000.",15.868867,74.551597
FIR_841,100160154202500006,202500006,CRIME_22,Caste Abuse,Caste Abuse,PS_154,DIST_1,2025-10-20,Pending Trial,The complainant reported an incident related to crimes against scs/sts occurring near Temple Street. Investigation is underway to ascertain further facts.,14.738469,75.413457
FIR_842,300060129202600001,202600001,CRIME_28,Identity Theft,Identity Theft,PS_129,DIST_1,2026-07-11,Charge Sheeted,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 34,000.",17.935598,77.543149
FIR_843,100050116202600008,202600008,CRIME_14,Stalking,Stalking,PS_116,DIST_1,2026-06-26,Convicted,The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,12.901259,77.691016
FIR_844,400030110202500001,202500001,CRIME_32,Ganja Possession,Ganja Possession,PS_110,DIST_1,2025-09-27,Pending Trial,Police intercepted the accused near MG Road and recovered 6.5 kg of ganja from their possession.,15.866102,74.574142
FIR_845,300100137202500002,202500002,CRIME_32,Ganja Possession,Ganja Possession,PS_137,DIST_1,2025-03-12,Pending Trial,Police intercepted the accused near Railway Station Road and recovered 4.2 kg of ganja from their possession.,14.182039,76.445926
FIR_846,100050117202400015,202400015,CRIME_30,Data Theft,Data Theft,PS_117,DIST_1,2024-05-16,Under Investigation,The complainant's confidential business data was allegedly copied and misused by a former employee.,12.980997,77.546189
FIR_847,800050117202400002,202400002,CRIME_5,Grievous Hurt,Grievous Hurt,PS_117,DIST_1,2024-04-06,Charge Sheeted,The victim sustained grievous injuries after being attacked with a knife by his neighbour near Church Street over a property dispute.,13.088573,77.68368
FIR_848,100090136202400003,202400003,CRIME_40,Rash Driving,Rash Driving,PS_136,DIST_1,2024-01-10,Closed (False Case),"The complainant reported that the accused was driving a vehicle rashly near Market area, endangering pedestrians.",13.264409,75.819506
FIR_849,100050115202400016,202400016,CRIME_41,Hit and Run,Hit and Run,PS_115,DIST_1,2024-10-30,Under Investigation,The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,12.919295,77.599875
FIR_850,100050127202500004,202500004,CRIME_4,Assault,Assault,PS_127,DIST_1,2025-03-07,Charge Sheeted,"The complainant stated that a former business partner assaulted them near MG Road following an argument over an extramarital affair suspicion, causing hurt.",13.09873,77.652426
FIR_851,100210163202500004,202500004,CRIME_6,Theft,Theft,PS_163,DIST_1,2025-02-07,Under Investigation,"The complainant's laptop was stolen from outside their residence at Gandhi Nagar, valued at approximately Rs 414,000.",12.512382,76.850276
FIR_852,100050116202600009,202600009,CRIME_2,Attempt to Murder,Attempt to Murder,PS_116,DIST_1,2026-05-02,Charge Sheeted,The accused attacked Manoj with a sharp weapon near Industrial Layout following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,13.025344,77.610061
FIR_853,100140149202400004,202400004,CRIME_26,Bank Fraud,Bank Fraud,PS_149,DIST_1,2024-03-14,Pending Trial,"The complainant's bank account was debited for Rs 440,000 through fraudulent means allegedly involving the accused.",15.387367,75.65822
FIR_854,100050123202400001,202400001,CRIME_32,Ganja Possession,Ganja Possession,PS_123,DIST_1,2024-04-30,Closed (Undetected),Police intercepted the accused near Gandhi Nagar and recovered 5.7 kg of ganja from their possession.,12.971794,77.5355
FIR_855,100050114202500004,202500004,CRIME_8,Dacoity,Dacoity,PS_114,DIST_1,2025-05-11,Charge Sheeted,"A group of armed persons robbed the complainant's shop at MG Road, decamping with cash and goods worth Rs 140,000.",12.961188,77.563112
FIR_856,200070131202400001,202400001,CRIME_7,Robbery,Robbery,PS_131,DIST_1,2024-01-10,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near Ring Road at knife-point.,11.896518,76.982869
FIR_857,100050115202400017,202400017,CRIME_14,Stalking,Stalking,PS_115,DIST_1,2024-08-17,Pending Trial,The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,12.993348,77.594898
FIR_858,300030109202600001,202600001,CRIME_42,Drunken Driving,Drunken Driving,PS_109,DIST_1,2026-06-17,Abated,The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,15.856179,74.564323
FIR_859,100260176202400008,202400008,CRIME_12,Domestic Violence,Domestic Violence,PS_176,DIST_1,2024-08-11,Referred to Another PS,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Bus Stand Road.,13.337398,77.130536
FIR_860,100200162202500002,202500002,CRIME_9,Burglary,Burglary,PS_162,DIST_1,2025-12-20,Pending Trial,"Unknown persons broke into the complainant's premises at College Road at night and decamped with valuables worth Rs 317,000.",15.293395,76.130401
FIR_861,200310181202600001,202600001,CRIME_4,Assault,Assault,PS_181,DIST_1,2026-06-29,Under Investigation,"The complainant stated that a known acquaintance assaulted them near College Road following an argument over a business partnership, causing hurt.",16.803028,77.10569
FIR_862,100110139202500003,202500003,CRIME_6,Theft,Theft,PS_139,DIST_1,2025-09-01,Charge Sheeted,"The complainant reported that unknown persons broke into their house at Temple Street and stole gold jewellery worth Rs 290,000 and cash. The incident occurred while the family was away.",12.892266,74.858562
FIR_863,100040113202400002,202400002,CRIME_55,Chain Snatching,Chain Snatching,PS_113,DIST_1,2024-02-03,Under Investigation,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",13.207238,77.552705
FIR_864,100160153202500001,202500001,CRIME_10,Vehicle Theft,Vehicle Theft,PS_153,DIST_1,2025-11-26,Under Investigation,The complainant reported that their motorcycle parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,14.746723,75.451437
FIR_865,100030111202400002,202400002,CRIME_10,Vehicle Theft,Vehicle Theft,PS_111,DIST_1,2024-12-25,Referred to Another PS,The complainant reported that their motorcycle parked near Railway Station Road was stolen overnight. The vehicle was not recovered at the time of registration.,15.862563,74.530384
FIR_866,300050114202600001,202600001,CRIME_40,Rash Driving,Rash Driving,PS_114,DIST_1,2026-02-10,Charge Sheeted,"The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",13.054303,77.508345
FIR_867,300280178202400002,202400002,CRIME_42,Drunken Driving,Drunken Driving,PS_178,DIST_1,2024-10-31,Charge Sheeted,The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,14.733963,74.735486
FIR_868,100110142202500002,202500002,CRIME_25,Forgery,Forgery,PS_142,DIST_1,2025-12-26,Closed (Undetected),The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.,12.914298,74.801019
FIR_869,100050117202400016,202400016,CRIME_6,Theft,Theft,PS_117,DIST_1,2024-09-12,Pending Trial,"The complainant's laptop was stolen from outside their residence at Old Town, valued at approximately Rs 280,000.",12.95964,77.614352
FIR_870,100110141202400005,202400005,CRIME_41,Hit and Run,Hit and Run,PS_141,DIST_1,2024-12-15,Charge Sheeted,The victim was hit by an unidentified vehicle near Ring Road and sustained injuries; the driver fled the scene.,12.85489,74.822746
FIR_871,300050117202400003,202400003,CRIME_15,Acid Attack,Acid Attack,PS_117,DIST_1,2024-08-31,Charge Sheeted,"The victim was attacked with a corrosive substance by the accused near Bus Stand Road, sustaining burn injuries.",12.971272,77.672034
FIR_872,100020104202500004,202500004,CRIME_55,Chain Snatching,Chain Snatching,PS_104,DIST_1,2025-06-11,Charge Sheeted,"The complainant, a woman walking near Industrial Layout, reported that two men on a motorcycle snatched her gold chain and sped away towards Industrial Layout.",15.174834,76.97151
FIR_873,100210164202500002,202500002,CRIME_55,Chain Snatching,Chain Snatching,PS_164,DIST_1,2025-04-29,Under Investigation,"The complainant, a woman walking near APMC Yard, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",12.557099,76.933033
FIR_874,100050125202500005,202500005,CRIME_11,Dowry Death,Dowry Death,PS_125,DIST_1,2025-06-30,Pending Trial,The victim Deepa died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a known acquaintance.,12.900463,77.559632
FIR_875,200030106202600001,202600001,CRIME_9,Burglary,Burglary,PS_106,DIST_1,2026-02-20,Abated,"Unknown persons broke into the complainant's premises at Gandhi Nagar at night and decamped with valuables worth Rs 284,000.",15.825209,74.577524
FIR_876,100050116202400016,202400016,CRIME_55,Chain Snatching,Chain Snatching,PS_116,DIST_1,2024-09-16,Charge Sheeted,"The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards New Extension.",12.982217,77.522595
FIR_877,100070131202500002,202500002,CRIME_15,Acid Attack,Acid Attack,PS_131,DIST_1,2025-08-13,Under Investigation,"The victim was attacked with a corrosive substance by the accused near Station Road, sustaining burn injuries.",11.898216,76.971497
FIR_878,300230173202500001,202500001,CRIME_9,Burglary,Burglary,PS_173,DIST_1,2025-02-18,Convicted,"Unknown persons broke into the complainant's premises at Ring Road at night and decamped with valuables worth Rs 286,000.",16.264146,77.337418
FIR_879,100040112202400003,202400003,CRIME_34,Drug Peddling,Drug Peddling,PS_112,DIST_1,2024-03-09,Under Investigation,The accused was apprehended near MG Road while allegedly peddling narcotic substances to local youth.,13.242422,77.553789
FIR_880,400220169202500002,202500002,CRIME_13,Sexual Harassment,Sexual Harassment,PS_169,DIST_1,2025-11-22,Under Investigation,The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Ring Road.,12.336425,76.662895
FIR_881,100160154202500007,202500007,CRIME_3,Culpable Homicide,Culpable Homicide,PS_154,DIST_1,2025-12-30,Charge Sheeted,"The complainant reported that Manoj died following an altercation with a known acquaintance near Gandhi Nagar, suspected to involve a property dispute.",14.772222,75.354821
FIR_882,100050117202400017,202400017,CRIME_51,Unnatural Offence,Unnatural Offence,PS_117,DIST_1,2024-09-13,Under Investigation,The complainant reported an incident related to sexual offences occurring near Station Road. Investigation is underway to ascertain further facts.,12.930042,77.514479
FIR_883,300290179202400003,202400003,CRIME_3,Culpable Homicide,Culpable Homicide,PS_179,DIST_1,2024-10-04,Charge Sheeted,"The complainant reported that Anitha died following an altercation with an unidentified assailant near Bus Stand Road, suspected to involve a property dispute.",15.234658,76.519543
FIR_884,100200161202400002,202400002,CRIME_20,Atrocity - Physical Assault,Atrocity - Physical Assault,PS_161,DIST_1,2024-11-12,Closed (Undetected),"The complainant, belonging to a Scheduled Caste, alleged physical assault and caste-based abuse by a former business partner near Industrial Layout.",15.326893,76.100562
FIR_885,400150151202500002,202500002,CRIME_42,Drunken Driving,Drunken Driving,PS_151,DIST_1,2025-01-17,Charge Sheeted,The accused was found driving under the influence of alcohol near Old Town and was apprehended by a police patrol.,12.996234,76.086058
FIR_886,200050116202500003,202500003,CRIME_55,Chain Snatching,Chain Snatching,PS_116,DIST_1,2025-11-27,Charge Sheeted,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Temple Street.",12.997766,77.54773
