CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,UnitName,DistrictName,CaseCategoryID,GravityOffenceID,GravityLabel,CrimeMajorHeadID,CrimeGroupName,CrimeMinorHeadID,CrimeSubHeadName,CaseStatusID,CaseStatusName,CourtID,latitude,longitude,IncidentDurationHours,ReportingDelayHours,IncidentMonth,IncidentDayOfWeek,IncidentHour,IsNightTime,HasChargesheet,IsResolved
761,100040113202600002,202600002,2026-04-10,113,Bengaluru Rural Rural PS,Bengaluru Rural,1,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,13.294025,77.646768,24.0,0.0,4,4,0,1,0,0
762,100220171202400003,202400003,2024-03-01,171,Kuvempunagar PS,Mysuru,1,2,Unknown,6,Economic Offences,23,Cheating,9,Compromised,,12.314052,76.693611,48.0,24.0,2,3,0,1,0,0
763,100050124202600003,202600003,2026-07-07,124,Banashankari PS,Bengaluru Urban,1,3,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,13.090979,77.680664,0.0,24.0,7,0,0,1,0,0
764,100050116202400014,202400014,2024-01-17,116,Electronic City PS,Bengaluru Urban,1,1,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,9,Compromised,,13.031544,77.67359,24.0,120.0,1,3,0,1,0,0
765,100260176202500009,202500009,2025-12-22,176,Tumakuru Town PS,Tumakuru,1,1,Unknown,1,Crimes Against Body,1,Murder,2,Charge Sheeted,27,13.325243,77.062471,0.0,0.0,12,0,0,1,1,0
766,100310181202600006,202600006,2026-02-04,181,Yadgir Town PS,Yadgir,1,2,Unknown,2,Crimes Against Property,8,Dacoity,5,Closed (Undetected),,16.731427,77.15404,48.0,48.0,1,5,0,1,0,1
767,100100138202500002,202500002,2025-07-29,138,Chitradurga Rural PS,Chitradurga,1,2,Unknown,2,Crimes Against Property,9,Burglary,2,Charge Sheeted,11,14.218089,76.422061,24.0,48.0,7,6,0,1,1,0
768,300260176202400003,202400003,2024-10-04,176,Tumakuru Town PS,Tumakuru,3,1,Unknown,1,Crimes Against Body,5,Grievous Hurt,1,Under Investigation,,13.363664,77.092997,48.0,96.0,9,0,0,1,0,0
769,100060129202400005,202400005,2024-11-17,129,Bidar Town PS,Bidar,1,1,Unknown,2,Crimes Against Property,8,Dacoity,2,Charge Sheeted,1,17.918315,77.544195,0.0,48.0,11,1,0,1,1,0
770,100210164202600002,202600002,2026-02-04,164,Mandya Rural PS,Mandya,1,3,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,1,12.509014,76.865006,48.0,72.0,1,2,0,1,1,0
771,100220165202500012,202500012,2025-07-27,165,Devaraja PS,Mysuru,1,2,Unknown,9,Arms Act Offences,36,Illegal Arms Manufacturing,1,Under Investigation,,12.349481,76.668109,24.0,96.0,7,0,0,1,0,0
772,100130148202600004,202600004,2026-07-15,148,Dharwad Rural PS,Dharwad,1,2,Unknown,6,Economic Offences,24,Criminal Breach of Trust,1,Under Investigation,,15.4855,74.970063,48.0,0.0,7,2,0,1,0,0
773,100060129202400006,202400006,2024-06-26,129,Bidar Town PS,Bidar,1,2,Unknown,5,Crimes Against SCs/STs,22,Caste Abuse,7,Pending Trial,1,17.938698,77.551928,48.0,24.0,6,1,0,1,0,1
774,200050116202500002,202500002,2025-12-01,116,Electronic City PS,Bengaluru Urban,2,2,Unknown,6,Economic Offences,23,Cheating,7,Pending Trial,36,12.922711,77.630404,48.0,72.0,11,0,0,1,1,1
775,100190160202500003,202500003,2025-08-04,160,Kolar Rural PS,Kolar,1,2,Unknown,7,Cyber Crimes,31,Phishing,1,Under Investigation,,13.110764,78.170155,48.0,24.0,8,6,0,1,0,0
776,100100138202600001,202600001,2026-04-03,138,Chitradurga Rural PS,Chitradurga,1,2,Unknown,12,Environmental Offences,44,Illegal Tree Felling,6,Closed (False Case),,14.240882,76.400967,24.0,24.0,4,3,0,1,0,1
777,100070131202500001,202500001,2025-10-13,131,Chamarajanagara Town PS,Chamarajanagara,1,3,Unknown,1,Crimes Against Body,4,Assault,2,Charge Sheeted,1,11.908025,76.997126,0.0,72.0,10,4,0,1,0,0
778,100030110202400003,202400003,2024-04-29,110,Gandhinagar PS,Belagavi (Belgaum),1,1,Unknown,1,Crimes Against Body,4,Assault,5,Closed (Undetected),,15.83318,74.517714,48.0,120.0,4,0,0,1,0,1
779,100220172202600003,202600003,2026-03-06,172,Bannimantap PS,Mysuru,1,2,Unknown,10,Crimes Against Public Order,38,Unlawful Assembly,2,Charge Sheeted,23,12.326995,76.665602,48.0,120.0,3,6,0,1,1,0
780,100050116202400015,202400015,2024-12-30,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,2,Charge Sheeted,34,13.09929,77.679393,24.0,72.0,12,3,0,1,1,0
781,800100137202600001,202600001,2026-04-12,137,Chitradurga Town PS,Chitradurga,8,2,Unknown,11,Traffic Related Offences,41,Hit and Run,2,Charge Sheeted,11,14.183593,76.434599,48.0,72.0,4,6,0,1,1,0
782,100250175202600002,202600002,2026-02-21,175,Shivamogga Town PS,Shivamogga,1,2,Unknown,14,Sexual Offences,49,Gang Rape,1,Under Investigation,,13.891702,75.546941,0.0,0.0,2,2,0,1,0,0
783,100260176202500010,202500010,2025-09-05,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,13.335848,77.061819,48.0,48.0,9,0,0,1,0,0
784,100050121202500002,202500002,2025-08-17,121,Marathahalli PS,Bengaluru Urban,1,2,Unknown,13,Crimes Related to Documents/Property,46,Forged Documents,7,Pending Trial,6,12.99532,77.581917,24.0,48.0,8,2,0,1,1,1
785,100050128202400005,202400005,2024-11-01,128,Basavanagudi PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,13.029675,77.526504,0.0,0.0,11,4,0,1,0,0
786,100110142202400002,202400002,2024-08-20,142,Mangalore East PS,Dakshina Kannada,1,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,7,Pending Trial,39,12.86672,74.848377,24.0,24.0,8,0,0,1,0,1
787,100230173202400005,202400005,2024-05-01,173,Raichur Town PS,Raichur,1,2,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,2,Charge Sheeted,24,16.244617,77.353846,24.0,96.0,4,5,0,1,1,0
788,200170155202500001,202500001,2025-11-02,155,Kalaburagi (Gulbarga) Town PS,Kalaburagi (Gulbarga),2,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,1,Under Investigation,,17.292432,76.877727,48.0,48.0,10,0,0,1,0,0
789,100030107202600004,202600004,2026-03-17,107,Market PS,Belagavi (Belgaum),1,3,Unknown,13,Crimes Related to Documents/Property,46,Forged Documents,9,Compromised,,15.878197,74.56807,24.0,24.0,3,5,0,1,0,0
790,100050115202400015,202400015,2024-07-07,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,2,Crimes Against Property,7,Robbery,1,Under Investigation,,12.958148,77.529501,48.0,48.0,7,2,0,1,0,0
791,400030111202400001,202400001,2024-02-13,111,Khadebazar PS,Belagavi (Belgaum),4,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,3,Convicted,4,15.890491,74.583702,24.0,48.0,2,6,0,1,1,1
792,200030107202500001,202500001,2025-03-17,107,Market PS,Belagavi (Belgaum),2,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,4,Acquitted,4,15.878409,74.529058,24.0,24.0,3,6,0,1,1,1
793,100070131202400001,202400001,2024-06-28,131,Chamarajanagara Town PS,Chamarajanagara,1,2,Unknown,7,Cyber Crimes,30,Data Theft,2,Charge Sheeted,8,11.897353,76.907193,0.0,96.0,6,6,0,1,1,0
794,300260176202400004,202400004,2024-04-02,176,Tumakuru Town PS,Tumakuru,3,1,Unknown,2,Crimes Against Property,55,Chain Snatching,3,Convicted,27,13.359927,77.135575,24.0,24.0,3,3,0,1,1,1
795,100250175202500002,202500002,2025-11-20,175,Shivamogga Town PS,Shivamogga,1,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,13.961213,75.553359,48.0,72.0,11,4,0,1,0,0
796,100130147202500002,202500002,2025-10-30,147,Dharwad Town PS,Dharwad,1,2,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,14,15.458797,75.012446,24.0,24.0,10,1,0,1,1,0
797,100030106202500002,202500002,2025-10-07,106,Camp PS,Belagavi (Belgaum),1,2,Unknown,2,Crimes Against Property,9,Burglary,6,Closed (False Case),,15.810926,74.576227,24.0,0.0,10,1,0,1,0,1
798,100050117202600005,202600005,2026-07-16,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,6,Economic Offences,24,Criminal Breach of Trust,5,Closed (Undetected),,13.0056,77.562151,48.0,96.0,7,6,0,1,0,1
799,300280178202500005,202500005,2025-04-25,178,Uttara Kannada Town PS,Uttara Kannada,3,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,1,Under Investigation,,14.847975,74.732949,24.0,72.0,4,5,0,1,0,0
800,100050125202600002,202600002,2026-02-26,125,Rajajinagar PS,Bengaluru Urban,1,1,Unknown,1,Crimes Against Body,1,Murder,1,Under Investigation,,12.914021,77.507543,48.0,0.0,2,3,0,1,0,0
801,100160154202500004,202500004,2025-11-22,154,Haveri Rural PS,Haveri,1,2,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,17,14.772277,75.3587,0.0,0.0,11,1,0,1,0,0
802,800050117202600001,202600001,2026-07-15,117,Koramangala PS,Bengaluru Urban,8,1,Unknown,2,Crimes Against Property,9,Burglary,7,Pending Trial,1,13.078606,77.57983,0.0,0.0,7,0,0,1,1,1
803,100220171202400004,202400004,2024-11-09,171,Kuvempunagar PS,Mysuru,1,2,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,1,12.327375,76.669166,0.0,24.0,11,4,0,1,1,1
804,100260176202500011,202500011,2025-01-17,176,Tumakuru Town PS,Tumakuru,1,3,Unknown,7,Cyber Crimes,30,Data Theft,2,Charge Sheeted,27,13.324584,77.146694,48.0,96.0,1,5,0,1,0,0
805,100030111202500001,202500001,2025-12-12,111,Khadebazar PS,Belagavi (Belgaum),1,2,Unknown,1,Crimes Against Body,4,Assault,7,Pending Trial,1,15.889407,74.568421,24.0,0.0,12,4,0,1,1,1
806,800310181202600001,202600001,2026-03-29,181,Yadgir Town PS,Yadgir,8,2,Unknown,7,Cyber Crimes,30,Data Theft,1,Under Investigation,,16.793033,77.151066,48.0,120.0,3,0,0,1,0,0
807,100050117202500013,202500013,2025-01-08,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,13.056341,77.628042,48.0,96.0,1,2,0,1,0,0
808,100190160202600002,202600002,2026-04-10,160,Kolar Rural PS,Kolar,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,7,Pending Trial,1,13.11972,78.171652,24.0,0.0,4,4,0,1,1,1
809,100030109202600001,202600001,2026-01-15,109,Shahapur PS,Belagavi (Belgaum),1,2,Unknown,7,Cyber Crimes,31,Phishing,10,Abated,,15.865264,74.529541,0.0,24.0,1,6,0,1,0,0
810,100110144202600001,202600001,2026-07-05,144,Ullal PS,Dakshina Kannada,1,1,Unknown,5,Crimes Against SCs/STs,22,Caste Abuse,7,Pending Trial,1,12.868244,74.865868,0.0,72.0,7,3,0,1,1,1
811,100310181202600007,202600007,2026-01-22,181,Yadgir Town PS,Yadgir,1,2,Unknown,4,Crimes Against Children,16,Child Abuse,7,Pending Trial,32,16.823437,77.184925,48.0,144.0,1,4,0,1,0,1
812,100010102202400002,202400002,2024-05-13,102,Bagalkote Town PS,Bagalkote,1,3,Unknown,11,Traffic Related Offences,40,Rash Driving,1,Under Investigation,,16.230431,75.699629,48.0,48.0,5,5,0,1,0,0
813,100090135202500003,202500003,2025-11-13,135,Chikkamagaluru Town PS,Chikkamagaluru,1,2,Unknown,3,Crimes Against Women,14,Stalking,1,Under Investigation,,13.314207,75.744429,48.0,24.0,11,2,0,1,0,0
814,100220172202400002,202400002,2024-11-17,172,Bannimantap PS,Mysuru,1,1,Unknown,1,Crimes Against Body,2,Attempt to Murder,1,Under Investigation,,12.343724,76.685353,0.0,0.0,11,6,0,1,0,0
815,100130148202400003,202400003,2024-12-06,148,Dharwad Rural PS,Dharwad,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,2,Charge Sheeted,1,15.415399,75.068932,48.0,48.0,12,0,0,1,1,0
816,100220165202400007,202400007,2024-11-05,165,Devaraja PS,Mysuru,1,1,Unknown,2,Crimes Against Property,10,Vehicle Theft,1,Under Investigation,,12.346553,76.649167,48.0,48.0,10,3,0,1,0,0
817,100250175202500003,202500003,2025-08-07,175,Shivamogga Town PS,Shivamogga,1,1,Unknown,6,Economic Offences,26,Bank Fraud,7,Pending Trial,26,13.944884,75.582703,0.0,144.0,8,4,0,1,1,1
818,200270177202400002,202400002,2024-01-28,177,Udupi Town PS,Udupi,2,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,5,Closed (Undetected),,13.284803,74.77169,24.0,144.0,1,0,0,1,0,1
819,100110143202500002,202500002,2025-10-13,143,Mangalore West PS,Dakshina Kannada,1,2,Unknown,10,Crimes Against Public Order,39,Promoting Enmity,4,Acquitted,12,12.909492,74.840711,0.0,0.0,10,0,0,1,0,1
820,100160154202500005,202500005,2025-11-01,154,Haveri Rural PS,Haveri,1,2,Unknown,5,Crimes Against SCs/STs,21,Atrocity - Social Boycott,4,Acquitted,17,14.823059,75.4404,48.0,72.0,10,2,0,1,1,1
821,500050115202400001,202400001,2024-01-16,115,Whitefield PS,Bengaluru Urban,5,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,1,Under Investigation,,13.056949,77.576449,24.0,24.0,1,4,0,1,0,0
822,100110140202600003,202600003,2026-06-16,140,Mangalore North PS,Dakshina Kannada,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,12.878063,74.864939,0.0,144.0,6,1,0,1,0,0
823,100050116202600007,202600007,2026-01-25,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,6,Theft,7,Pending Trial,40,12.948063,77.691111,24.0,72.0,1,2,0,1,1,1
824,100030111202400001,202400001,2024-09-04,111,Khadebazar PS,Belagavi (Belgaum),1,2,Unknown,1,Crimes Against Body,4,Assault,1,Under Investigation,,15.875238,74.533972,0.0,24.0,8,2,0,1,0,0
825,100300180202500003,202500003,2025-10-26,180,Vijayapura Town PS,Vijayapura,1,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,2,Charge Sheeted,1,16.852078,75.758598,48.0,0.0,10,6,0,1,1,0
826,100050116202500015,202500015,2025-04-03,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,13,Crimes Related to Documents/Property,47,Land Fraud,1,Under Investigation,,13.064891,77.618361,48.0,48.0,3,3,0,1,0,0
827,300020104202400001,202400001,2024-10-01,104,Ballari (Bellary) Town PS,Ballari (Bellary),3,2,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,3,15.15327,76.900811,0.0,96.0,9,4,0,1,1,1
828,100030108202500002,202500002,2025-09-22,108,Tilakwadi PS,Belagavi (Belgaum),1,1,Unknown,9,Arms Act Offences,35,Illegal Firearm Possession,3,Convicted,1,15.894022,74.569258,48.0,24.0,9,6,0,1,1,1
829,100020104202500003,202500003,2025-11-08,104,Ballari (Bellary) Town PS,Ballari (Bellary),1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,15.081897,76.961035,0.0,120.0,11,0,0,1,0,0
830,100170155202400005,202400005,2024-07-21,155,Kalaburagi (Gulbarga) Town PS,Kalaburagi (Gulbarga),1,1,Unknown,2,Crimes Against Property,8,Dacoity,1,Under Investigation,,17.353708,76.780205,24.0,24.0,7,4,0,1,0,0
831,100100138202600002,202600002,2026-06-19,138,Chitradurga Rural PS,Chitradurga,1,3,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,14.28761,76.408651,48.0,24.0,6,3,0,1,0,0
832,100140149202400003,202400003,2024-09-28,149,Gadag Town PS,Gadag,1,2,Unknown,1,Crimes Against Body,5,Grievous Hurt,5,Closed (Undetected),,15.482619,75.617233,24.0,72.0,9,5,0,1,0,1
833,100050117202500014,202500014,2025-02-24,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,6,Economic Offences,23,Cheating,3,Convicted,6,13.043285,77.650579,48.0,96.0,2,3,0,1,1,1
834,100010102202600001,202600001,2026-05-29,102,Bagalkote Town PS,Bagalkote,1,1,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,1,Under Investigation,,16.178899,75.729844,24.0,24.0,5,1,0,1,0,0
835,400150151202500001,202500001,2025-10-31,151,Hassan Town PS,Hassan,4,2,Unknown,2,Crimes Against Property,6,Theft,3,Convicted,1,12.994979,76.040081,48.0,48.0,10,2,0,1,0,1
836,100050128202500004,202500004,2025-05-23,128,Basavanagudi PS,Bengaluru Urban,1,3,Unknown,1,Crimes Against Body,5,Grievous Hurt,9,Compromised,,12.933983,77.671754,48.0,48.0,5,2,0,1,0,0
837,100050117202400014,202400014,2024-05-23,117,Koramangala PS,Bengaluru Urban,1,1,Unknown,7,Cyber Crimes,30,Data Theft,10,Abated,,13.06027,77.614056,48.0,72.0,5,6,0,1,0,0
838,800290179202400002,202400002,2024-11-18,179,Vijayanagara Town PS,Vijayanagara,8,2,Unknown,11,Traffic Related Offences,41,Hit and Run,1,Under Investigation,,15.261821,76.450116,0.0,48.0,11,3,0,1,0,0
839,100050114202600002,202600002,2026-05-08,114,Cubbon Park PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,1,12.98938,77.693151,24.0,24.0,5,3,0,1,0,0
840,100030106202400003,202400003,2024-05-20,106,Camp PS,Belagavi (Belgaum),1,1,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,15.868867,74.551597,48.0,48.0,5,4,0,1,0,0
841,100160154202500006,202500006,2025-10-20,154,Haveri Rural PS,Haveri,1,3,Unknown,5,Crimes Against SCs/STs,22,Caste Abuse,7,Pending Trial,17,14.738469,75.413457,0.0,96.0,10,2,0,1,1,1
842,300060129202600001,202600001,2026-07-11,129,Bidar Town PS,Bidar,3,2,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,7,17.935598,77.543149,48.0,48.0,7,3,0,1,1,0
843,100050116202600008,202600008,2026-06-26,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,14,Stalking,3,Convicted,35,12.901259,77.691016,48.0,0.0,6,4,0,1,1,1
844,400030110202500001,202500001,2025-09-27,110,Gandhinagar PS,Belagavi (Belgaum),4,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,7,Pending Trial,38,15.866102,74.574142,24.0,48.0,9,2,0,1,1,1
845,300100137202500002,202500002,2025-03-12,137,Chitradurga Town PS,Chitradurga,3,1,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,7,Pending Trial,11,14.182039,76.445926,0.0,24.0,3,0,0,1,1,1
846,100050117202400015,202400015,2024-05-16,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,7,Cyber Crimes,30,Data Theft,1,Under Investigation,,12.980997,77.546189,0.0,48.0,5,3,0,1,0,0
847,800050117202400002,202400002,2024-04-06,117,Koramangala PS,Bengaluru Urban,8,1,Unknown,1,Crimes Against Body,5,Grievous Hurt,2,Charge Sheeted,40,13.088573,77.68368,48.0,48.0,4,3,0,1,1,0
848,100090136202400003,202400003,2024-01-10,136,Chikkamagaluru Rural PS,Chikkamagaluru,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,6,Closed (False Case),,13.264409,75.819506,24.0,48.0,1,6,0,1,0,1
849,100050115202400016,202400016,2024-10-30,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,11,Traffic Related Offences,41,Hit and Run,1,Under Investigation,,12.919295,77.599875,0.0,48.0,10,0,0,1,0,0
850,100050127202500004,202500004,2025-03-07,127,Peenya PS,Bengaluru Urban,1,1,Unknown,1,Crimes Against Body,4,Assault,2,Charge Sheeted,40,13.09873,77.652426,24.0,24.0,3,5,0,1,0,0
851,100210163202500004,202500004,2025-02-07,163,Mandya Town PS,Mandya,1,2,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,12.512382,76.850276,48.0,0.0,2,4,0,1,0,0
852,100050116202600009,202600009,2026-05-02,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,2,Charge Sheeted,6,13.025344,77.610061,48.0,48.0,4,1,0,1,1,0
853,100140149202400004,202400004,2024-03-14,149,Gadag Town PS,Gadag,1,2,Unknown,6,Economic Offences,26,Bank Fraud,7,Pending Trial,1,15.387367,75.65822,24.0,24.0,3,2,0,1,1,1
854,100050123202400001,202400001,2024-04-30,123,KR Puram PS,Bengaluru Urban,1,3,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,5,Closed (Undetected),,12.971794,77.5355,48.0,48.0,4,2,0,1,0,1
855,100050114202500004,202500004,2025-05-11,114,Cubbon Park PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,8,Dacoity,2,Charge Sheeted,6,12.961188,77.563112,0.0,168.0,5,6,0,1,1,0
856,200070131202400001,202400001,2024-01-10,131,Chamarajanagara Town PS,Chamarajanagara,2,2,Unknown,2,Crimes Against Property,7,Robbery,1,Under Investigation,,11.896518,76.982869,0.0,24.0,1,4,0,1,0,0
857,100050115202400017,202400017,2024-08-17,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,3,Crimes Against Women,14,Stalking,7,Pending Trial,33,12.993348,77.594898,0.0,72.0,8,2,0,1,1,1
858,300030109202600001,202600001,2026-06-17,109,Shahapur PS,Belagavi (Belgaum),3,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,10,Abated,,15.856179,74.564323,24.0,0.0,6,2,0,1,0,0
859,100260176202400008,202400008,2024-08-11,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,8,Referred to Another PS,,13.337398,77.130536,0.0,48.0,8,4,0,1,0,0
860,100200162202500002,202500002,2025-12-20,162,Koppal Rural PS,Koppal,1,2,Unknown,2,Crimes Against Property,9,Burglary,7,Pending Trial,21,15.293395,76.130401,48.0,0.0,12,5,0,1,1,1
861,200310181202600001,202600001,2026-06-29,181,Yadgir Town PS,Yadgir,2,2,Unknown,1,Crimes Against Body,4,Assault,1,Under Investigation,,16.803028,77.10569,48.0,48.0,6,3,0,1,0,0
862,100110139202500003,202500003,2025-09-01,139,Mangalore City (Bunder) PS,Dakshina Kannada,1,1,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,12,12.892266,74.858562,0.0,24.0,8,2,0,1,1,0
863,100040113202400002,202400002,2024-02-03,113,Bengaluru Rural Rural PS,Bengaluru Rural,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,1,Under Investigation,,13.207238,77.552705,24.0,48.0,1,2,0,1,0,0
864,100160153202500001,202500001,2025-11-26,153,Haveri Town PS,Haveri,1,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,1,Under Investigation,,14.746723,75.451437,48.0,24.0,11,1,0,1,0,0
865,100030111202400002,202400002,2024-12-25,111,Khadebazar PS,Belagavi (Belgaum),1,1,Unknown,2,Crimes Against Property,10,Vehicle Theft,8,Referred to Another PS,,15.862563,74.530384,0.0,0.0,12,1,0,1,0,0
866,300050114202600001,202600001,2026-02-10,114,Cubbon Park PS,Bengaluru Urban,3,1,Unknown,11,Traffic Related Offences,40,Rash Driving,2,Charge Sheeted,40,13.054303,77.508345,0.0,0.0,2,0,0,1,0,0
867,300280178202400002,202400002,2024-10-31,178,Uttara Kannada Town PS,Uttara Kannada,3,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,2,Charge Sheeted,1,14.733963,74.735486,24.0,72.0,10,4,0,1,0,0
868,100110142202500002,202500002,2025-12-26,142,Mangalore East PS,Dakshina Kannada,1,2,Unknown,6,Economic Offences,25,Forgery,5,Closed (Undetected),,12.914298,74.801019,48.0,72.0,12,1,0,1,0,1
869,100050117202400016,202400016,2024-09-12,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,6,Theft,7,Pending Trial,6,12.95964,77.614352,0.0,48.0,9,0,0,1,1,1
870,100110141202400005,202400005,2024-12-15,141,Mangalore South PS,Dakshina Kannada,1,2,Unknown,11,Traffic Related Offences,41,Hit and Run,2,Charge Sheeted,1,12.85489,74.822746,24.0,24.0,12,5,0,1,1,0
871,300050117202400003,202400003,2024-08-31,117,Koramangala PS,Bengaluru Urban,3,2,Unknown,3,Crimes Against Women,15,Acid Attack,2,Charge Sheeted,1,12.971272,77.672034,0.0,24.0,8,1,0,1,1,0
872,100020104202500004,202500004,2025-06-11,104,Ballari (Bellary) Town PS,Ballari (Bellary),1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,1,15.174834,76.97151,0.0,72.0,6,2,0,1,1,0
873,100210164202500002,202500002,2025-04-29,164,Mandya Rural PS,Mandya,1,1,Unknown,2,Crimes Against Property,55,Chain Snatching,1,Under Investigation,,12.557099,76.933033,24.0,72.0,4,2,0,1,0,0
874,100050125202500005,202500005,2025-06-30,125,Rajajinagar PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,11,Dowry Death,7,Pending Trial,1,12.900463,77.559632,24.0,72.0,6,0,0,1,1,1
875,200030106202600001,202600001,2026-02-20,106,Camp PS,Belagavi (Belgaum),2,2,Unknown,2,Crimes Against Property,9,Burglary,10,Abated,,15.825209,74.577524,24.0,72.0,2,1,0,1,0,0
876,100050116202400016,202400016,2024-09-16,116,Electronic City PS,Bengaluru Urban,1,1,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,1,12.982217,77.522595,0.0,120.0,9,0,0,1,1,0
877,100070131202500002,202500002,2025-08-13,131,Chamarajanagara Town PS,Chamarajanagara,1,2,Unknown,3,Crimes Against Women,15,Acid Attack,1,Under Investigation,,11.898216,76.971497,0.0,72.0,8,6,0,1,0,0
878,300230173202500001,202500001,2025-02-18,173,Raichur Town PS,Raichur,3,2,Unknown,2,Crimes Against Property,9,Burglary,3,Convicted,1,16.264146,77.337418,0.0,48.0,2,4,0,1,1,1
879,100040112202400003,202400003,2024-03-09,112,Bengaluru Rural Town PS,Bengaluru Rural,1,1,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,1,Under Investigation,,13.242422,77.553789,0.0,48.0,3,3,0,1,0,0
880,400220169202500002,202500002,2025-11-22,169,Krishnaraja PS,Mysuru,4,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,12.336425,76.662895,48.0,144.0,11,5,0,1,0,0
881,100160154202500007,202500007,2025-12-30,154,Haveri Rural PS,Haveri,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,2,Charge Sheeted,1,14.772222,75.354821,0.0,96.0,12,1,0,1,1,0
882,100050117202400017,202400017,2024-09-13,117,Koramangala PS,Bengaluru Urban,1,3,Unknown,14,Sexual Offences,51,Unnatural Offence,1,Under Investigation,,12.930042,77.514479,48.0,24.0,9,3,0,1,0,0
883,300290179202400003,202400003,2024-10-04,179,Vijayanagara Town PS,Vijayanagara,3,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,2,Charge Sheeted,30,15.234658,76.519543,0.0,0.0,9,4,0,1,1,0
